0.2	72.8	38.08	72.8
0.4	72.37	38.63	72.37
0.6	71.92	39.14	71.92
0.8	71.48	39.61	71.48
1.0	71.06	40.07	71.06
1.2	70.7	40.53	70.7
1.4	70.42	41.0	70.42
1.6	70.23	41.51	70.23
1.8	70.17	42.07	70.17
2.0	70.25	42.71	70.25
2.2	70.5	43.42	70.5
2.4	70.94	44.22	70.94
2.6	71.71	45.23	71.71
2.8	72.68	46.3	72.68
3.0	73.74	47.35	73.74
3.2	74.83	48.25	74.83
3.4	75.89	48.96	75.89
3.6	76.9	49.55	76.9
3.8	77.82	50.06	77.82
4.0	78.57	50.58	78.57
4.2	79.2	50.92	79.2
4.4	79.7	51.01	79.7
4.6	80.09	50.5	80.09
4.8	80.32	49.71	80.32
5.0	80.36	48.77	80.36
5.2	80.09	47.93	80.09
5.4	79.54	47.19	79.54
5.6	78.87	46.45	78.87
5.8	78.17	45.67	78.17
6.0	77.56	44.78	77.56
6.2	76.97	43.91	76.97
6.4	76.43	43.11	76.43
6.6	75.96	42.5	75.96
6.8	75.56	42.07	75.56
7.0	75.22	41.76	75.22
7.2	74.94	41.56	74.94
7.4	74.71	41.44	74.71
7.6	74.54	41.41	74.54
7.8	74.45	41.49	74.45
8.0	74.47	41.7	74.47
8.2	74.61	42.03	74.61
8.4	74.81	42.44	74.81
8.6	75.05	42.89	75.05
8.8	75.3	43.37	75.3
9.0	75.55	43.84	75.55
9.2	75.75	44.28	75.75
9.4	75.83	44.59	75.83
9.6	75.77	44.78	75.77
9.8	75.7	44.91	75.7
10.0	75.68	45.02	75.68
10.2	75.9	45.22	75.9
10.4	76.18	45.38	76.18
10.6	76.48	45.49	76.48
10.8	76.73	45.45	76.73
11.0	76.92	45.28	76.92
11.2	77.08	45.07	77.08
11.4	77.2	44.87	77.2
11.6	77.31	44.82	77.31
11.8	77.36	44.77	77.36
12.0	77.33	44.69	77.33
12.2	77.17	44.49	77.17
12.4	76.85	44.14	76.85
12.6	76.45	43.75	76.45
12.8	75.97	43.36	75.97
13.0	75.42	43.02	75.42
13.2	74.81	42.76	74.81
13.4	74.2	42.54	74.2
13.6	73.6	42.36	73.6
13.8	73.07	42.21	73.07
14.0	72.61	42.1	72.61
14.2	72.22	42.07	72.22
14.4	71.92	42.15	71.92
14.6	71.71	42.39	71.71
14.8	71.6	42.78	71.6
15.0	71.62	43.3	71.62
15.2	71.8	43.94	71.8
15.4	72.24	44.72	72.24
15.6	72.84	45.6	72.84
15.8	73.53	46.55	73.53
16.0	74.28	47.55	74.28
16.2	75.05	48.6	75.05
16.4	75.79	49.62	75.79
16.6	76.44	50.57	76.44
16.8	76.78	51.36	76.78
17.0	77.03	52.02	77.03
17.2	77.28	52.54	77.28
17.4	77.72	52.82	77.72
17.6	78.33	52.91	78.33
17.8	78.99	52.97	78.99
18.0	79.65	53.17	79.65
18.2	80.29	53.67	80.29
18.4	80.89	54.1	80.89
18.6	81.41	54.33	81.41
18.8	81.78	53.86	81.78
19.0	82.04	53.1	82.04
19.2	82.2	52.2	82.2
19.4	82.29	51.34	82.29
19.6	82.3	50.59	82.3
19.8	82.18	49.86	82.18
20.0	81.9	49.18	81.9
20.2	81.3	48.55	81.3
20.4	80.54	47.98	80.54
20.6	79.69	47.47	79.69
20.8	78.84	47.02	78.84
21.0	78.11	46.65	78.11
21.2	77.42	46.33	77.42
21.4	76.78	46.06	76.78
21.6	76.17	45.82	76.17
21.8	75.61	45.58	75.61
22.0	75.13	45.41	75.13
22.2	74.74	45.35	74.74
22.4	74.49	45.44	74.49
22.6	74.39	45.7	74.39
22.8	74.4	46.1	74.4
23.0	74.54	46.62	74.54
23.2	74.87	47.4	74.87
23.4	75.29	48.27	75.29
23.6	75.74	49.1	75.74
23.8	76.14	49.72	76.14
24.0	76.41	50.01	76.41
24.2	76.63	50.19	76.63
24.4	76.8	50.29	76.8
24.6	76.83	50.36	76.83
24.8	76.87	50.44	76.87
25.0	76.94	50.58	76.94
25.2	77.14	50.85	77.14
25.4	77.47	51.26	77.47
25.6	77.97	51.78	77.97
25.8	78.71	52.43	78.71
26.0	79.81	53.29	79.81
26.2	81.01	54.14	81.01
26.4	82.22	54.91	82.22
26.6	83.2	55.4	83.2
26.8	84.03	55.67	84.03
27.0	84.73	55.75	84.73
27.2	85.28	55.6	85.28
27.4	85.67	55.21	85.67
27.6	85.87	54.65	85.87
27.8	85.84	53.96	85.84
28.0	85.4	53.11	85.4
28.2	84.73	52.19	84.73
28.4	83.92	51.25	83.92
28.6	83.03	50.38	83.03
28.8	82.15	49.67	82.15
29.0	81.26	49.01	81.26
29.2	80.39	48.4	80.39
29.4	79.61	47.78	79.61
29.6	78.93	47.15	78.93
29.8	78.31	46.58	78.31
30.0	77.76	46.1	77.76
30.2	77.26	45.78	77.26
30.4	76.81	45.62	76.81
30.6	76.42	45.55	76.42
30.8	76.1	45.56	76.1
31.0	75.81	45.59	75.81
31.2	75.59	45.69	75.59
31.4	75.47	45.86	75.47
31.6	75.47	46.11	75.47
31.8	75.65	46.45	75.65
32.0	75.91	46.85	75.91
32.2	76.23	47.29	76.23
32.4	76.57	47.77	76.57
32.6	76.92	48.25	76.92
32.8	77.29	48.74	77.29
33.0	77.67	49.21	77.67
33.2	78.04	49.66	78.04
33.4	78.38	50.06	78.38
33.6	78.67	50.39	78.67
33.8	78.87	50.54	78.87
34.0	79.01	50.62	79.01
34.2	79.07	50.66	79.07
34.4	79.05	50.73	79.05
34.6	78.96	50.83	78.96
34.8	78.82	50.93	78.82
35.0	78.65	51.04	78.65
35.2	78.44	51.11	78.44
35.4	78.25	51.21	78.25
35.6	78.14	51.36	78.14
35.8	78.23	51.65	78.23
36.0	78.51	52.08	78.51
36.2	78.84	52.52	78.84
36.4	79.18	52.91	79.18
36.6	79.35	53.03	79.35
36.8	79.46	53.06	79.46
37.0	79.53	53.07	79.53
37.2	79.57	53.15	79.57
37.4	79.59	53.4	79.59
37.6	79.59	53.68	79.59
37.8	79.59	53.96	79.59
38.0	79.6	54.21	79.6
38.2	79.62	54.4	79.62
38.4	79.63	54.54	79.63
38.6	79.63	54.61	79.63
38.8	79.65	54.53	79.65
39.0	79.64	54.37	79.64
39.2	79.58	54.18	79.58
39.4	79.44	54.01	79.44
39.6	79.11	53.94	79.11
39.8	78.72	53.89	78.72
40.0	78.3	53.86	78.3
40.2	77.9	53.8	77.9
40.4	77.56	53.71	77.56
40.6	77.25	53.66	77.25
40.8	76.98	53.65	76.98
41.0	76.73	53.76	76.73
41.2	76.54	53.95	76.54
41.4	76.45	54.22	76.45
41.6	76.51	54.57	76.51
41.8	76.77	54.97	76.77
42.0	77.14	55.46	77.14
42.2	77.59	56.03	77.59
42.4	78.05	56.74	78.05
42.6	78.56	57.52	78.56
42.8	79.12	58.3	79.12
43.0	79.75	59.04	79.75
43.2	80.43	59.72	80.43
43.4	81.13	60.35	81.13
43.6	81.85	60.91	81.85
43.8	82.59	61.4	82.59
44.0	83.24	61.78	83.24
44.2	83.73	62.01	83.73
44.4	83.86	61.97	83.86
44.6	83.86	61.82	83.86
44.8	83.79	61.57	83.79
45.0	83.78	61.27	83.78
45.2	83.83	60.96	83.83
45.4	83.89	60.66	83.89
45.6	83.99	60.47	83.99
45.8	84.18	60.53	84.18
46.0	84.35	60.62	84.35
46.2	84.47	60.68	84.47
46.4	84.45	60.52	84.45
46.6	84.26	60.1	84.26
46.8	83.96	59.6	83.96
47.0	83.56	59.05	83.56
47.2	83.03	58.56	83.03
47.4	82.39	58.13	82.39
47.6	81.7	57.71	81.7
47.8	80.98	57.32	80.98
48.0	80.28	56.91	80.28
48.2	79.62	56.49	79.62
48.4	79.01	56.11	79.01
48.6	78.44	55.81	78.44
48.8	77.95	55.63	77.95
49.0	77.58	55.64	77.58
49.2	77.26	55.73	77.26
49.4	76.97	55.88	76.97
49.6	76.68	56.05	76.68
49.8	76.34	56.18	76.34
50.0	76.03	56.34	76.03
50.2	75.76	56.56	75.76
50.4	75.57	56.87	75.57
50.6	75.46	57.26	75.46
50.8	75.44	57.7	75.44
51.0	75.51	58.17	75.51
51.2	75.75	58.65	75.75
51.4	76.09	59.13	76.09
51.6	76.47	59.61	76.47
51.8	76.85	60.07	76.85
52.0	77.16	60.5	77.16
52.2	77.45	60.9	77.45
52.4	77.75	61.26	77.75
52.6	78.06	61.54	78.06
52.8	78.38	61.75	78.38
53.0	78.68	61.93	78.68
53.2	78.93	62.09	78.93
53.4	79.08	62.31	79.08
53.6	79.19	62.5	79.19
53.8	79.29	62.65	79.29
54.0	79.39	62.64	79.39
54.2	79.52	62.5	79.52
54.4	79.68	62.34	79.68
54.6	79.91	62.2	79.91
54.8	80.29	62.23	80.29
55.0	80.77	62.37	80.77
55.2	81.28	62.57	81.28
55.4	81.81	62.83	81.81
55.6	82.3	63.15	82.3
55.8	82.76	63.49	82.76
56.0	83.16	63.82	83.16
56.2	83.49	64.12	83.49
56.4	83.74	64.39	83.74
56.6	83.87	64.57	83.87
56.8	83.88	64.6	83.88
57.0	83.7	64.39	83.7
57.2	83.24	63.73	83.24
57.4	82.66	62.96	82.66
57.6	82.0	62.18	82.0
57.8	81.34	61.57	81.34
58.0	80.75	61.33	80.75
58.2	80.17	61.21	80.17
58.4	79.64	61.18	79.64
58.6	79.16	61.19	79.16
58.8	78.77	61.19	78.77
59.0	78.44	61.24	78.44
59.2	78.19	61.33	78.19
59.4	78.02	61.45	78.02
59.6	77.92	61.61	77.92
59.8	77.91	61.84	77.91
60.0	77.99	62.14	77.99
60.2	78.23	62.63	78.23
60.4	78.54	63.2	78.54
60.6	78.87	63.75	78.87
60.8	79.18	64.23	79.18
61.0	79.43	64.58	79.43
61.2	79.61	64.83	79.61
61.4	79.68	64.95	79.68
61.6	79.35	64.77	79.35
61.8	79.02	64.53	79.02
62.0	78.79	64.3	78.79
62.2	79.02	64.22	79.02
62.4	79.59	64.31	79.59
62.6	80.36	64.57	80.36
62.8	81.28	65.08	81.28
63.0	82.3	65.94	82.3
63.2	83.33	66.84	83.33
63.4	84.3	67.68	84.3
63.6	84.99	68.09	84.99
63.8	85.57	68.33	85.57
64.0	86.05	68.46	86.05
