  0.00000	 47.85000	 81.65751	 47.85000
  0.20000	 47.27000	 79.67122	 47.27000
  0.40000	 46.83000	 78.09088	 46.83000
  0.60000	 46.52000	 76.90423	 46.52000
  0.80000	 46.31000	 76.03324	 46.31000
  1.00000	 46.20000	 75.48371	 46.20000
  1.20000	 46.16000	 75.16861	 46.16000
  1.40000	 46.19000	 75.08694	 46.19000
  1.60000	 46.25000	 75.11730	 46.25000
  1.80000	 46.34000	 75.25585	 46.34000
  2.00000	 46.44000	 75.43917	 46.44000
  2.20000	 46.49000	 75.48581	 46.49000
  2.40000	 46.51000	 75.45278	 46.51000
  2.60000	 46.51000	 75.36863	 46.51000
  2.80000	 46.50000	 75.26261	 46.50000
  3.00000	 46.45000	 75.04597	 46.45000
  3.20000	 46.33000	 74.63107	 46.33000
  3.40000	 46.18000	 74.13899	 46.18000
  3.60000	 46.01000	 73.60242	 46.01000
  3.80000	 45.83000	 73.05401	 45.83000
  4.00000	 45.66000	 72.55555	 45.66000
  4.20000	 45.54000	 72.22701	 45.54000
  4.40000	 45.45000	 72.00904	 45.45000
  4.60000	 45.36000	 71.81163	 45.36000
  4.80000	 45.28000	 71.66298	 45.28000
  5.00000	 45.19000	 71.50233	 45.19000
  5.20000	 45.05000	 71.21017	 45.05000
  5.40000	 44.88000	 70.84582	 44.88000
  5.60000	 44.73000	 70.55795	 44.73000
  5.80000	 44.60000	 70.34650	 44.60000
  6.00000	 44.51000	 70.26978	 44.51000
  6.20000	 44.53000	 70.53262	 44.53000
  6.40000	 44.61000	 70.98212	 44.61000
  6.60000	 44.73000	 71.55298	 44.73000
  6.80000	 44.88000	 72.20921	 44.88000
  7.00000	 45.06000	 72.94455	 45.06000
  7.20000	 45.27000	 73.75296	 45.27000
  7.40000	 45.48000	 74.53996	 45.48000
  7.60000	 45.68000	 75.27133	 45.68000
  7.80000	 45.87000	 75.94376	 45.87000
  8.00000	 45.98000	 76.34815	 45.98000
  8.20000	 46.03000	 76.54449	 46.03000
  8.40000	 46.06000	 76.65383	 46.06000
  8.60000	 46.05000	 76.62037	 46.05000
  8.80000	 46.02000	 76.50742	 46.02000
  9.00000	 45.94000	 76.23069	 45.94000
  9.20000	 45.83000	 75.85462	 45.83000
  9.40000	 45.71000	 75.44381	 45.71000
  9.60000	 45.60000	 75.06237	 45.60000
  9.80000	 45.50000	 74.71417	 45.50000
 10.00000	 45.47000	 74.57951	 45.47000
 10.20000	 45.51000	 74.65874	 45.51000
 10.40000	 45.57000	 74.80221	 45.57000
 10.60000	 45.62000	 74.91906	 45.62000
 10.80000	 45.67000	 75.03725	 45.67000
 11.00000	 45.69000	 75.06676	 45.69000
 11.20000	 45.63000	 74.85953	 45.63000
 11.40000	 45.56000	 74.62462	 45.56000
 11.60000	 45.48000	 74.36410	 45.48000
 11.80000	 45.40000	 74.10953	 45.40000
 12.00000	 45.31000	 73.83296	 45.31000
 12.20000	 45.23000	 73.59510	 45.23000
 12.40000	 45.18000	 73.45597	 45.18000
 12.60000	 45.16000	 73.41537	 45.16000
 12.80000	 45.23000	 73.64947	 45.23000
 13.00000	 45.40000	 74.18408	 45.40000
 13.20000	 45.61000	 74.83571	 45.61000
 13.40000	 45.82000	 75.47981	 45.82000
 13.60000	 46.01000	 76.05199	 46.01000
 13.80000	 46.11000	 76.34167	 46.11000
 14.00000	 46.18000	 76.52591	 46.18000
 14.20000	 46.22000	 76.60554	 46.22000
 14.40000	 46.24000	 76.61189	 46.24000
 14.60000	 46.25000	 76.57674	 46.25000
 14.80000	 46.26000	 76.53196	 46.26000
 15.00000	 46.24000	 76.39093	 46.24000
 15.20000	 46.21000	 76.21545	 46.21000
 15.40000	 46.15000	 75.94904	 46.15000
 15.60000	 46.02000	 75.47657	 46.02000
 15.80000	 45.87000	 74.95052	 45.87000
 16.00000	 45.73000	 74.46400	 45.73000
 16.20000	 45.61000	 74.04994	 45.61000
 16.40000	 45.53000	 73.76954	 45.53000
 16.60000	 45.64000	 74.06654	 45.64000
 16.80000	 45.79000	 74.49217	 45.79000
 17.00000	 45.96000	 74.98145	 45.96000
 17.20000	 46.14000	 75.49925	 46.14000
 17.40000	 46.30000	 75.95191	 46.30000
 17.60000	 46.37000	 76.12900	 46.37000
 17.80000	 46.43000	 76.26674	 46.43000
 18.00000	 46.46000	 76.30624	 46.46000
 18.20000	 46.46000	 76.24867	 46.46000
 18.40000	 46.44000	 76.12556	 46.44000
 18.60000	 46.38000	 75.88010	 46.38000
 18.80000	 46.31000	 75.60413	 46.31000
 19.00000	 46.22000	 75.27108	 46.22000
 19.20000	 46.13000	 74.94314	 46.13000
 19.40000	 46.04000	 74.62284	 46.04000
 19.60000	 45.96000	 74.34178	 45.96000
 19.80000	 45.88000	 74.07173	 45.88000
 20.00000	 45.79000	 73.78412	 45.79000
 20.20000	 45.69000	 73.47996	 45.69000
 20.40000	 45.58000	 73.16023	 45.58000
 20.60000	 45.38000	 72.58946	 45.38000
 20.80000	 45.19000	 72.06651	 45.19000
 21.00000	 45.01000	 71.59367	 45.01000
 21.20000	 44.86000	 71.23147	 44.86000
 21.40000	 44.77000	 71.06862	 44.77000
 21.60000	 44.82000	 71.33960	 44.82000
 21.80000	 44.94000	 71.83152	 44.94000
 22.00000	 45.10000	 72.44843	 45.10000
 22.20000	 45.30000	 73.18296	 45.30000
 22.40000	 45.54000	 74.02771	 45.54000
 22.60000	 45.81000	 74.94583	 45.81000
 22.80000	 46.09000	 75.87132	 46.09000
 23.00000	 46.35000	 76.70967	 46.35000
 23.20000	 46.58000	 77.42733	 46.58000
 23.40000	 46.69000	 77.75615	 46.69000
 23.60000	 46.74000	 77.87556	 46.74000
 23.80000	 46.75000	 77.84860	 46.75000
 24.00000	 46.71000	 77.65048	 46.71000
 24.20000	 46.65000	 77.37561	 46.65000
 24.40000	 46.55000	 76.97054	 46.55000
 24.60000	 46.44000	 76.52997	 46.44000
 24.80000	 46.32000	 76.05936	 46.32000
 25.00000	 46.21000	 75.62273	 46.21000
 25.20000	 46.12000	 75.25341	 46.12000
 25.40000	 46.10000	 75.10168	 46.10000
 25.60000	 46.10000	 75.01969	 46.10000
 25.80000	 46.12000	 75.00668	 46.12000
 26.00000	 46.16000	 75.06129	 46.16000
 26.20000	 46.21000	 75.15214	 46.21000
 26.40000	 46.29000	 75.33646	 46.29000
 26.60000	 46.38000	 75.55259	 46.38000
 26.80000	 46.45000	 75.70941	 46.45000
 27.00000	 46.52000	 75.86455	 46.52000
 27.20000	 46.54000	 75.86901	 46.54000
 27.40000	 46.51000	 75.72326	 46.51000
 27.60000	 46.46000	 75.51787	 46.46000
 27.80000	 46.38000	 75.22548	 46.38000
 28.00000	 46.28000	 74.87836	 46.28000
 28.20000	 46.16000	 74.47934	 46.16000
 28.40000	 46.01000	 74.00174	 46.01000
 28.60000	 45.85000	 73.50790	 45.85000
 28.80000	 45.67000	 72.97110	 45.67000
 29.00000	 45.48000	 72.42370	 45.48000
 29.20000	 45.28000	 71.86815	 45.28000
 29.40000	 45.02000	 71.15880	 45.02000
 29.60000	 44.76000	 70.47627	 44.76000
 29.80000	 44.53000	 69.91170	 44.53000
 30.00000	 44.34000	 69.49554	 44.34000
 30.20000	 44.20000	 69.25656	 44.20000
 30.40000	 44.21000	 69.48786	 44.21000
 30.60000	 44.32000	 70.03490	 44.32000
 30.80000	 44.48000	 70.74099	 44.48000
 31.00000	 44.68000	 71.56750	 44.68000
 31.20000	 44.89000	 72.41691	 44.89000
 31.40000	 45.09000	 73.22244	 45.09000
 31.60000	 45.28000	 73.97809	 45.28000
 31.80000	 45.46000	 74.67930	 45.46000
 32.00000	 45.61000	 75.26371	 45.61000
 32.20000	 45.72000	 75.70023	 45.72000
 32.40000	 45.74000	 75.84128	 45.74000
 32.60000	 45.73000	 75.86736	 45.73000
 32.80000	 45.69000	 75.78229	 45.69000
 33.00000	 45.63000	 75.61999	 45.63000
 33.20000	 45.56000	 75.41449	 45.56000
 33.40000	 45.47000	 75.14042	 45.47000
 33.60000	 45.38000	 74.86114	 45.38000
 33.80000	 45.29000	 74.58027	 45.29000
 34.00000	 45.20000	 74.30087	 45.20000
 34.20000	 45.13000	 74.08463	 45.13000
 34.40000	 45.08000	 73.93307	 45.08000
 34.60000	 45.06000	 73.87639	 45.06000
 34.80000	 45.07000	 73.91417	 45.07000
 35.00000	 45.10000	 74.01556	 45.10000
 35.20000	 45.16000	 74.20837	 45.16000
 35.40000	 45.30000	 74.63800	 45.30000
 35.60000	 45.49000	 75.21144	 45.49000
 35.80000	 45.69000	 75.80535	 45.69000
 36.00000	 45.89000	 76.38569	 45.89000
 36.20000	 46.08000	 76.91926	 46.08000
 36.40000	 46.19000	 77.19660	 46.19000
 36.60000	 46.28000	 77.39546	 46.28000
 36.80000	 46.35000	 77.51699	 46.35000
 37.00000	 46.40000	 77.56294	 46.40000
 37.20000	 46.43000	 77.53558	 46.43000
 37.40000	 46.44000	 77.43754	 46.44000
 37.60000	 46.45000	 77.33088	 46.45000
 37.80000	 46.44000	 77.15907	 46.44000
 38.00000	 46.42000	 76.95448	 46.42000
